ka_hr,ke_hr,kg_min,Vd,sex,num_drinks,tau_min,tmax_min,tmax_hr,tmax_status
1.2971836188229884,0.2166738827317983,0.028464974819099,0.7142901970271368,M,2,21.575674072996986,156.69145626400004,2.6115242710666675,ok
1.369312257861037,0.152962754864356,0.0291248839899243,0.7064797676640725,M,5,16.61468867693535,163.62014209371628,2.7270023682286046,ok
1.446026125403783,0.1521604044466328,0.0277618549506174,0.5617650544477502,F,4,19.910215455511047,164.5833667540555,2.743056112567592,ok
1.3620784367330878,0.0868377542399098,0.0284389411902305,0.689420178948811,M,6,20.10415143992391,190.92432117534304,3.1820720195890506,ok
1.476945767183707,0.2218198142636417,0.0273627997330908,0.7000398708502168,M,4,16.874740012329273,147.84507862543356,2.464084643757226,ok
1.5347848819659975,0.1544640185497477,0.0285414428426301,0.6948653346458917,M,7,16.094413139517755,157.3270410845849,2.622117351409748,ok
1.364439297606225,0.2273342316352878,0.0263845102032512,0.6295198499738532,F,5,22.00138536050311,156.18867555942293,2.6031445926570487,ok
1.2069139227096437,0.2288871191355725,0.0257823643392684,0.6297574144147675,F,3,23.1614995824062,164.63974265496014,2.7439957109160025,ok
1.4565102712689493,0.2233828067547531,0.0281521568345885,0.6203834608126397,F,6,20.355877821050367,149.05292351858984,2.4842153919764973,ok
1.5830959681372725,0.2477532533981024,0.0268789535795079,0.701399821002411,M,6,18.855218932007016,142.10718325232838,2.368453054205473,ok
1.23935590496729,0.1332062271765775,0.0292865685906397,0.608823983317223,F,4,16.673648061232953,175.85756410897397,2.930959401816233,ok
1.371719383638359,0.1728835453762119,0.0288325294218144,0.629507041465388,F,3,21.55686276657587,161.7891622738733,2.6964860378978885,ok
1.5855042343548202,0.2125078696709529,0.0270405357126685,0.7022777408397894,M,2,22.70057498975877,149.55548889203257,2.4925914815338763,ok
1.3207779207394492,0.1399222740973352,0.0294746201680414,0.6990633479578525,M,5,17.510255595336925,169.52301246194966,2.8253835410324943,ok
1.504938307092676,0.1179035751558059,0.0254516317258457,0.6126623699857111,F,4,18.792780883631945,176.99620964302895,2.949936827383816,ok
1.2839028021015235,0.1301354892716861,0.0262716902511909,0.6904344999203782,M,5,18.52640535428516,181.55510383964392,3.025918397327399,ok
1.2047353713632396,0.1281473567813788,0.0297417189191376,0.6108336449574507,F,4,17.733503507297705,179.32541837095158,2.988756972849193,ok
1.283345493389128,0.1421039053659056,0.0303289051057264,0.7068664949478567,M,5,22.116799587332142,172.01439395084876,2.8669065658474793,ok
1.428945461668181,0.1557757975209391,0.028798739660701,0.6318212911929205,F,6,16.977592980615043,160.81468798216795,2.680244799702799,ok
1.3700585185066891,0.1803554924309699,0.0293786822446014,0.5551607654441056,F,7,21.53054614839359,159.23497054225948,2.6539161757043246,ok
1.4848548314432224,0.203109302264584,0.0274706245316382,0.6947025263700235,M,3,16.09619466913702,150.73060805028732,2.512176800838122,ok
1.226315031022613,0.1604412982971831,0.0295874234312768,0.6903826939506534,M,5,17.306489650569176,168.61171054388234,2.8101951757313723,ok
1.486389270195207,0.2294235527877249,0.0295179600254557,0.6214680503381278,F,5,21.925633630718952,145.27647749562635,2.421274624927106,ok
1.2704127190479375,0.1683125526901538,0.0289400785098119,0.5834844823753144,F,5,22.469853883437633,168.04464141904393,2.800744023650732,ok
1.4524287646909153,0.1941685643811168,0.0279155202293327,0.7120263155990297,M,4,23.304459591325788,156.61167308147114,2.610194551357852,ok
1.4419436287947132,0.2309145027650996,0.0291784076446196,0.7067702541401695,M,4,23.04884725657308,148.24900885240424,2.4708168142067373,ok
1.1348021445976275,0.2613744723448961,0.0289145649564357,0.6051810357724128,F,4,17.402374027293863,153.85780166217216,2.5642966943695362,ok
1.485749212380174,0.2090926438768038,0.0256413866754569,0.5802917093658758,F,3,18.933901085677014,154.1968055616618,2.56994675936103,ok
1.3290833132109376,0.2590071382955822,0.0279323441089942,0.5830666071402599,F,2,19.315277586904493,148.07385801056716,2.4678976335094527,ok
1.613499618365808,0.1266988882994445,0.0287682479835162,0.623428398573428,F,2,20.06047749276129,163.54852239777455,2.725808706629576,ok
